url,label,url_length,has_https,num_subdomains,Special Character Count,Suspicious Keyword Count,domain_age_days,domain_expiry_days,registrar,Unknown Registrar Status,registrar_phishing_score,tld,TLD Phishing Score
https://www.uspsmailjourney.com/uspsmailjourney.com/%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%EF%BF%BD,1,2053,1,1,675,0,2633,288,amazon registrar,0,4.29,com,11.66
http://www.duniadekho.bar,1,25,0,1,5,0,784,310,gandi sas,0,3.84,bar,100.57
https://www.theinsightpartners.com,0,34,1,1,5,0,4032,2542,godaddycom,0,2.48,com,11.66
https://www.rudidias.com.br,0,27,1,2,6,0,4081,301,unknown,1,-2,br,1.97
https://www.roblox.com.bn/games/17625359962/RIVALS?privateServerLinkCode=32521013251177191579040166837938&game_id=17625359962&game_name=RIVALS,1,142,1,2,15,0,618,111,imagine sdn bhd,0,-1,bn,-1
http://www.poppingx.com,1,23,0,1,5,0,2580,341,godaddycom,0,2.48,com,11.66
https://www.vortex86.com,0,24,1,1,5,0,8820,1041,net-chinese co,0,-1,com,11.66
https://www.pekao.com.pl,0,24,1,2,6,0,10782,1264,ovh sas,0,1.82,pl,3.2
https://www.jamuna.tv,0,21,1,1,5,0,4328,1150,namecheap,0,20.63,tv,3.69
http://www.partiesandprettythings.com,1,37,0,1,5,0,2157,33,godaddycom,0,2.48,com,11.66
https://www.amazon.ie/ap/signin?openid.pape.max_auth_age=1209600&openid.return_to=https%3A%2F%2Fwww.amazon.ie%2Fcheckout%2Fp%2Fp-404-5633797-9446727%2Fpip%2F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amazon_checkout_ie&openid.mode=checkid_setup&language=en_IE&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,1,450,1,1,70,1,9653,258,com laude,0,-1,ie,1.12
http://www.redcrossco.com,1,25,0,1,5,0,83,281,gmo internet,0,-1,com,11.66
http://www.1guag8v6zsne21myf9hdwm7r95.net,1,41,0,1,5,0,2779,142,verisign security and stability,0,-1,net,10.75
https://www.tombraiderforums.com,0,32,1,1,5,0,9420,75,dnc holdings,0,3.02,com,11.66
https://www.wincert.net,0,23,1,1,5,0,7393,2468,dynadot,0,74.77,net,10.75
http://www.mail.cozyreview.com,1,30,0,2,6,0,412,-48,hostinger operations uab,0,10.84,com,11.66
https://www.charityengine.com,0,29,1,1,5,0,7301,1234,enom,0,3.84,com,11.66
https://dev-pagina-principal-itauweb-24hrs.pantheonsite.io/ita/index.html,1,73,1,1,12,0,-1,-1,unknown,1,-2,io,9.86
https://www.mishtann.com,0,24,1,1,5,0,4215,167,pdr d/b/a publicdomainregistrycom,0,29.32,com,11.66
https://doc345469fx569m-1310252903.cos.na-siliconvalley.myqcloud.com/apps.htm,1,77,1,3,11,0,4830,2839,markmonitor information technology (shanghai) co,0,-1,com,11.66
https://www.idonate.com,0,23,1,1,5,1,8590,175,namecheap,0,20.63,com,11.66
http://www.mel.cloudcontentsmak.com,1,35,0,2,6,0,2920,1,ionos se,0,2.25,com,11.66
https://www.schwabcharitable.org,0,32,1,1,5,0,9813,48,markmonitor,0,3.55,org,8.4
https://www.doravillega.us,0,26,1,1,5,0,8483,281,godaddycom,0,2.48,us,9.95
https://www.donationcoder.com,0,29,1,1,5,0,8084,315,wild west domains,0,3.45,com,11.66
http://pancakeswap.yahoosites.com,1,33,0,1,5,0,7405,264,markmonitor,0,3.55,com,11.66
https://www.superiorsights.com,0,30,1,1,5,0,8856,274,godaddycom,0,2.48,com,11.66
http://www.urbannft.xyz,1,23,0,1,5,0,230,134,gmo internet,0,-1,xyz,26.09
https://www.pipefittingsdirect.co.uk,0,36,1,2,6,0,7206,463,enix [tag = cloudns],0,-1,uk,1.42
http://www.joia-data.com,1,24,0,1,6,0,1583,242,hostinger operations uab,0,10.84,com,11.66
https://icloudoficial.com/?i=JiZQC,1,34,1,0,7,0,147,217,gransy sro,0,18.91,com,11.66
http://www.galeripemenangshopee012.blogspot.com/,1,48,0,2,7,0,-1,-1,unknown,1,-2,com,11.66
https://www.worldart.co.za,0,26,1,2,6,0,8146,253,diamatrix cc,0,7.31,za,1.56
https://my-trans00.firebaseapp.com/,1,35,1,1,7,0,-1,-1,unknown,1,-2,com,11.66
https://dawn-thunder-aecb.51g0jm50281.workers.dev/,1,50,1,2,9,0,-1,-1,unknown,1,-2,dev,7.49
https://www.islamic-relief.org.uk,0,33,1,2,7,0,10480,476,safenames [tag = safenames],0,-1,uk,1.42
https://www.rangerscharity.org.uk,0,33,1,2,6,0,6999,1036,team blue internet services uk t/a team blue internet services t/a namescouk [tag = namesco],0,-1,uk,1.42
http://www.f0588972.xsph.ru,1,27,0,2,6,0,6559,379,sprintnames-ru,0,-1,ru,7.3
https://officegraf.com.br/lbpiaccess.com/login/,1,47,1,1,9,1,7652,748,unknown,1,-2,br,1.97
https://www.myirtech.com,0,24,1,1,5,0,5257,1317,alibaba cloud computing (beijing) co,0,0.51,com,11.66
https://www.palaisgalliera.paris.fr,0,35,1,2,6,0,9135,278,nameshield,0,-1,fr,1.26
https://load-page-genius-1000542978.firebaseapp.com/,1,52,1,1,9,0,-1,-1,unknown,1,-2,com,11.66
https://www.doping.nl,0,21,1,1,5,0,9745,-1,rijksoverheid,0,-1,nl,0.59
https://fagancontabilidade.com.br/red.php,1,41,1,1,7,0,3780,236,unknown,1,-2,br,1.97
https://www.dynu.com,0,20,1,1,5,0,9837,1850,dynu systems,0,-1,com,11.66
http://www.elmico.es,1,20,0,1,5,0,-1,-1,unknown,1,-2,es,2.09
https://www.orlandohealth.com,0,29,1,1,5,0,10228,362,godaddyorate domains,0,-1,com,11.66
https://www.myhappyjourney.com,0,30,1,1,5,0,6369,204,pdr d/b/a publicdomainregistrycom,0,29.32,com,11.66
http://www.emfsys.gr,1,20,0,1,5,0,-1,-1,unknown,1,-2,gr,0.96
https://www.gpo.gov,0,19,1,1,5,0,10514,371,getgov,0,-1,gov,-1
https://www.californiafrontier.net,0,34,1,1,5,0,3879,138,bluehost,0,1.31,net,10.75
https://www.ourwhiskeylullaby.com,0,33,1,1,5,0,4969,143,godaddycom,0,2.48,com,11.66
https://www.sweetvenues.com,0,27,1,1,5,0,5660,548,tucowscom co,0,-1,com,11.66
https://www.xrpl.org,0,20,1,1,5,0,4176,937,cloudflare,0,9.64,org,8.4
https://www.enesco.co.uk,0,24,1,2,6,0,10510,81,godaddycom [tag = godaddy],0,-1,uk,1.42
https://www.ragpiano.com,0,24,1,1,5,0,6935,1465,tucowscom co,0,-1,com,11.66
https://www.coastalhomepillows.com,0,34,1,1,5,0,4956,2348,godaddycom,0,2.48,com,11.66
https://www.texmaco.in,0,22,1,1,5,0,7819,215,endurance international group india private,0,-1,in,2.42
https://empaquestransparentes.com/,1,34,1,0,5,0,7464,205,tlds d/b/a srsplus,0,-1,com,11.66
http://import-verifi-aci0ncl1p.iceiy.com/,1,41,0,1,8,0,2047,143,porkbun,0,10.83,com,11.66
https://www.ks95.com,0,20,1,1,5,0,10411,179,godaddycom,0,2.48,com,11.66
http://www.sectionsystems.com/wp-includes/login/office/outlook/,1,63,0,1,11,1,2264,291,turncommerce dba namebrightcom,0,0.58,com,11.66
https://organisasi.bulungan.go.id/public/pmmitpsatuijiydw6h0zhkwrhsk7b77h,1,73,1,2,8,0,-1,-1,unknown,1,-2,id,10.44
https://www.freetochoosenetwork.org,0,35,1,1,5,0,4542,205,registercom - network solutions,0,0.99,org,8.4
http://www.reltime2012.ru,1,25,0,1,5,0,2383,173,regru-ru,0,-1,ru,7.3
https://page-review-0901513.web.app/,1,36,1,1,8,0,-1,-1,unknown,1,-2,app,19.44
http://www.m-analytics.net,1,26,0,1,6,0,1580,245,network solutions,0,1.32,net,10.75
http://www.krestinaful.com,1,26,0,1,5,0,1680,145,dynadot,0,74.77,com,11.66
https://sp1ct6-fraplor-biz-slortek-qravnex.pages.dev/,1,53,1,1,10,0,-1,-1,unknown,1,-2,dev,7.49
https://ststransportes.com/mails.ststransportes.com/caamarra.html,1,65,1,0,9,0,2079,111,wingu networks sa de cv,0,-1,com,11.66
https://www.vaccinealliance.org,0,31,1,1,5,0,9696,165,synergy wholesale accreditations pty,0,1.71,org,8.4
http://www.lucysmith.0fees.net,1,30,0,2,6,0,6840,99,godaddycom,0,2.48,net,10.75
https://www.aromaandessence.com,0,31,1,1,5,0,2140,50,namecheap,0,20.63,com,11.66
https://www.imocci.com,0,22,1,1,5,0,3255,31,world4you internet services gmbh,0,-1,com,11.66
https://www.carboncommentary.com,0,32,1,1,5,0,6991,313,ionos se,0,2.25,com,11.66
https://gateway.pinata.cloud/ipfs/qmqj5rhlnturuszk5ozugv96dayjdwxdyqp7jnzdsvzeuh?_gl=1*19revru*_ga*mja1mtaxmda3mi4xnjc1ndi4ndk4*_ga_5rmpxg14te*mty3nzg1mtaxns4xmy4xlje2nzc4ntewodaunjaumc4w#9,1,189,1,1,15,0,2884,37,namecheap,0,20.63,cloud,16.28
http://www.f0560532.xsph.ru,1,27,0,2,6,0,6559,379,sprintnames-ru,0,-1,ru,7.3
http://www.internetcloak.com,1,28,0,1,5,0,7353,316,godaddycom,0,2.48,com,11.66
https://www.redcross.ca,0,23,1,1,5,0,9414,271,fastwebserver internet services,0,-1,ca,1.84
https://mit-alert01a.web.app/,1,29,1,1,7,0,-1,-1,unknown,1,-2,app,19.44
http://www.44ctct.com,1,21,0,1,5,0,4199,183,gnamecom pte,0,85.5,com,11.66
https://www.atlasmfg.com,0,24,1,1,5,0,11020,302,cloudflare,0,9.64,com,11.66
http://www.smeemail.com,1,23,0,1,5,0,585,144,namecheap,0,20.63,com,11.66
https://www.saffronroad.com,0,27,1,1,5,0,8090,309,godaddycom,0,2.48,com,11.66
https://www.roberthood.net,0,26,1,1,5,0,9492,368,tucowscom co,0,-1,net,10.75
https://www.donateblood.org,0,27,1,1,5,1,10526,429,godaddycom,0,2.48,org,8.4
http://j71a.vip/,1,16,0,0,5,0,51,313,namemart pte,0,197.54,vip,109.07
https://www.remember-them.org,0,29,1,1,6,0,7365,304,bluehost,0,1.31,org,8.4
https://www.incuto.com,0,22,1,1,5,0,3113,538,godaddycom,0,2.48,com,11.66
https://www.flkeysnews.com,0,26,1,1,5,0,6741,198,godaddyorate domains,0,-1,com,11.66
https://www.longjewelers.net,0,28,1,1,5,0,9934,1753,registercom - network solutions,0,0.99,net,10.75
https://figte1.pages.dev/%C2%A1Che-Boludo-Gringos-Understanding-Argentines-ebook/dp/B07X5MHNYZ/ref=zg_bs_g_158263011_d_sccl_25/140-0511187-1603342?psc=1,1,152,1,1,22,0,-1,-1,unknown,1,-2,dev,7.49
http://www.onurtel.com,1,22,0,1,5,0,666,428,realtime register bv,0,15.92,com,11.66
http://a0746867.xsph.ru/,1,24,0,1,6,0,6559,379,sprintnames-ru,0,-1,ru,7.3
https://www.sistersofcharity.org.au,0,35,1,2,6,0,-1,-1,domain directors pty trading as instra,0,-1,au,0.51
https://www.estilmenut.com,1,26,1,1,5,0,4135,247,enom,0,3.84,com,11.66
https://mastadjabu.com/wp-content/upgrade/porti/,1,48,1,0,9,0,414,-50,namecheap,0,20.63,com,11.66
https://www.univ-tours.fr,0,25,1,1,6,0,11519,168,gip renater,0,-1,fr,1.26
https://www.kitchenina.com,0,26,1,1,5,0,3729,287,godaddycom,0,2.48,com,11.66
https://www.agii.be,0,19,1,1,5,0,4222,-1,unknown,1,-2,be,0.49
https://www.gasb.org,0,20,1,1,5,0,10929,757,godaddycom,0,2.48,org,8.4
https://www.rapidtvnews.com,0,27,1,1,5,0,7174,495,spaceship,0,206.09,com,11.66
https://www.motorsportireland.com,0,33,1,1,5,0,9960,266,onlinenic,0,5.64,com,11.66
https://www.gabriellachocolates.com,0,35,1,1,5,0,8134,265,godaddycom,0,2.48,com,11.66
https://www.stenaline.se,0,24,1,1,5,0,10705,153,csc domains,0,-1,se,0.55
http://kasdadfd.com/,1,20,0,0,5,0,56,308,namecheap,0,20.63,com,11.66
http://www.p2pilive.com,1,23,0,1,5,0,1521,304,tucowscom co,0,-1,com,11.66
http://www.v.nnncity.xyz,1,24,0,2,6,0,419,-55,gmo internet group d/b/a onamaecom,0,14.46,xyz,26.09
http://www.raveston.com,1,23,0,1,5,0,2876,45,network solutions,0,1.32,com,11.66
http://www.s3.tercabilis.info,1,29,0,2,6,0,-1,-1,unknown,1,-2,info,35.91
http://sp1ct6-slarnix-biz-vroltek-drulvik.pages.dev/,1,52,0,1,10,0,-1,-1,unknown,1,-2,dev,7.49
http://galabet88.net/,1,21,0,0,5,0,270,94,namesilo,0,88.5,net,10.75
https://www.le-monde-des-dinosaures.net,0,39,1,1,8,0,2885,36,dropcatchcom 1241,0,-1,net,10.75
https://owa.updatedtravel.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,94,1,1,13,0,4913,199,markmonitor,0,3.55,com,11.66
https://www.washingtonexaminer.com,0,34,1,1,5,0,7409,260,godaddycom,0,2.48,com,11.66
https://www.jasonsigal.cc,0,25,1,1,5,0,5149,328,enom,0,3.84,cc,73.77
http://www.a0615320.xsph.ru,1,27,0,2,6,0,6559,379,sprintnames-ru,0,-1,ru,7.3
https://secu-pass.myportfolio.com/,1,34,1,1,7,0,10578,377,nom-iq dba com laude,0,1,com,11.66
http://accts-rcvry325.rf.gd/,1,28,0,1,7,0,4707,40,key-systems gmbh,0,7.6,gd,-1
https://www.ksrelief.org,0,24,1,1,5,0,4074,674,instra pty,0,6.38,org,8.4
https://morning-smoke-08d8.u84799i09929.workers.dev/,1,52,1,2,9,0,-1,-1,unknown,1,-2,dev,7.49
https://www.bartongrouphomesearch.com,0,37,1,1,5,0,3724,658,godaddycom,0,2.48,com,11.66
http://www.newkano.com,1,22,0,1,5,0,3038,248,web commerce communications dba webniccc,0,188.71,com,11.66
http://dhl-event.app/,1,21,0,0,6,0,-1,-1,unknown,1,-2,app,19.44
https://www.abbeytheatre.ie,0,27,1,1,5,0,10165,427,irish domains,0,-1,ie,1.12
http://www.allt.cannca.shop,1,27,0,2,6,0,-1,-1,unknown,1,-2,shop,52.98
http://www.infohadiahshopee800.blogspot.com/,1,44,0,2,7,0,-1,-1,unknown,1,-2,com,11.66
http://www.1690hh.com/,1,22,0,1,6,0,3632,384,godaddycom,0,2.48,com,11.66
https://www.donationmatch.com,0,29,1,1,5,0,8812,318,godaddycom,0,2.48,com,11.66
https://www.sathyainfo.com,0,26,1,1,5,0,6147,61,amazon registrar,0,4.29,com,11.66
https://soporte2323.webcindario.com/,1,36,1,1,6,0,9268,1323,tucowscom co,0,-1,com,11.66
https://phishing.789greeting.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,97,1,1,13,0,6426,147,markmonitor,0,3.55,com,11.66
https://www.jacksonvilleil.com,0,30,1,1,5,0,9471,1850,network solutions,0,1.32,com,11.66
https://www.echo.net.au,0,23,1,2,6,0,-1,-1,tucows (australia) pty trading as opensrs,0,-1,au,0.51
http://www.dynu.systems,1,23,0,1,5,0,-1,-1,unknown,1,-2,systems,8.11
https://www.stylo.ca,0,20,1,1,5,0,9400,321,rebelca,0,-1,ca,1.84
https://www.iwritingpad.com,0,27,1,1,5,0,4683,64,gandi sas,0,3.84,com,11.66
https://www.redcross.org.uk,0,27,1,2,6,0,10941,116,nom-iq t/a com laude [tag = nomiq],0,-1,uk,1.42
https://www.yorkwalls.org.uk,0,28,1,2,6,0,5768,75,onecom a/s [tag = tjnf-dk],0,-1,uk,1.42
http://www.textfluss-bremen.de,1,30,0,1,6,0,-1,-1,unknown,1,-2,de,1.38
https://www.digitalezivilgesellschaft.org,0,41,1,1,5,0,2299,256,amazon registrar,0,4.29,org,8.4
https://www.purplebuttons.com,0,29,1,1,5,0,5501,342,godaddycom,0,2.48,com,11.66
http://www.mitsui-jyuku.mixh.jp,1,31,0,2,7,0,2910,14,unknown,1,-2,jp,3.16
http://www.divyapushti.org,1,26,0,1,5,0,2470,86,terranet (india) private,0,-1,org,8.4
https://acnote009.web.app/,1,26,1,1,6,0,-1,-1,unknown,1,-2,app,19.44
https://www.mjfletcher.net,0,26,1,1,5,0,5125,352,dreamhost,0,2.63,net,10.75
https://www.alderheycharity.org,0,31,1,1,5,0,4397,350,godaddycom,0,2.48,org,8.4
http://terra-mail-gx.clicketcloud.com/bxcse34erh79879sd3/5bd6ab048577964/5bd6ab048577/ec254190207us546ydtrfg4rfktvc/trr_s_origem=/,1,130,0,1,14,0,4030,352,gandi sas,0,3.84,com,11.66
http://www.iego.org,1,19,0,1,5,0,8489,276,shanghai best oray information s&t co,0,-1,org,8.4
http://bienbonvoyage.com,1,24,0,0,4,0,1291,169,godaddycom,0,2.48,com,11.66
http://www.zozylya5565.zzz.com.ua,1,33,0,3,7,0,4169,213,"тов ""центр інтернет-імен україни""",0,-1,ua,3.26
https://www.sweetrelief.org,0,27,1,1,5,0,10765,3479,godaddycom,0,2.48,org,8.4
http://www.infoundianshopee66.blogspot.com/,1,43,0,2,7,0,-1,-1,unknown,1,-2,com,11.66
https://www.ngsgenealogy.org,0,28,1,1,5,0,10615,340,cloudflare,0,9.64,org,8.4
https://www.denofgeek.com,0,25,1,1,5,0,7026,278,godaddycom,0,2.48,com,11.66
https://ipfs.litnet.work/ipfs/bafybeies2uc2v5pas5ingrrcrv7nn6ptzoim6ngihnxijrsou42h6al5cu//sve.html,1,99,1,1,10,0,190,174,gandi sas,0,3.84,work,30.3
https://www.richard-wagner-museum.ch,0,36,1,1,7,0,-1,-1,unknown,1,-2,ch,1
https://www.conservastore.com,0,29,1,1,5,0,9524,336,network solutions,0,1.32,com,11.66
https://cebjiankb4.firebaseapp.com/,1,35,1,1,6,0,-1,-1,unknown,1,-2,com,11.66
https://www.hohner.de,0,21,1,1,5,0,-1,-1,unknown,1,-2,de,1.38
http://www.testtralala.xorg.pl,1,30,0,2,6,0,2604,317,aftermarketpl,0,-1,pl,3.2
http://organisasi.bulungan.go.id/public/p12fnteaaljhtclkwywutqt56zj89ewc/,1,73,0,2,9,0,-1,-1,unknown,1,-2,id,10.44
http://www.pravinpatil.in,1,25,0,1,5,0,2428,859,godaddycom,0,2.48,in,2.42
https://www.cantorrelief.org,0,28,1,1,5,0,9067,428,cscorate domains,0,0.5,org,8.4
http://www.bitwoll.com,1,22,0,1,5,0,2475,81,markmonitor,0,3.55,com,11.66
https://icloudmailservice.sviluppo.host/v1/service/,1,51,1,1,8,0,3351,1761,tucowscom co,0,-1,host,-1
https://broken-frog-9b1d.c15dgve8ta.workers.dev/,1,48,1,2,9,0,-1,-1,unknown,1,-2,dev,7.49
http://www.dienmaynghiaphat.com,1,31,0,1,5,0,2691,230,pa viet nam company,0,1.64,com,11.66
https://metafb-rdek30m.firebaseapp.com/,1,39,1,1,7,0,-1,-1,unknown,1,-2,com,11.66
https://mute-sky-cf42.lecaw118715270.workers.dev/,1,49,1,2,9,0,-1,-1,unknown,1,-2,dev,7.49
https://dawn-brook-50ea.yagsjsvdbevdjcbs6760.workers.dev/,1,57,1,2,9,0,-1,-1,unknown,1,-2,dev,7.49
http://www.smallbizhacklondon.com,1,33,0,1,5,0,3233,53,markmonitor,0,3.55,com,11.66
https://www.organdonation.nhs.uk,0,32,1,2,6,0,-1,-1,unknown,1,-2,uk,1.42
https://www.salestechstar.com,0,29,1,1,5,0,3198,88,godaddycom,0,2.48,com,11.66
https://www.itis.gov,0,20,1,1,5,0,7435,208,getgov,0,-1,gov,-1
https://ipfs.io/ipfs/qmr8ggg1mucwev6mrjpjgh5ng2jwujnqkrwgixevibo2gs,1,67,1,0,6,0,4443,304,cscorate domains,0,0.5,io,9.86
https://www.pi-top.com,0,22,1,1,6,0,4444,303,123-reg,0,1.69,com,11.66
http://www.paytordmbdekmizq.torsona.com,1,39,0,2,6,0,3835,182,silverbackdomainscom,0,-1,com,11.66
https://www.wdrb.com,0,20,1,1,5,0,10575,380,godaddyorate domains,0,-1,com,11.66
https://www.my-redcross.org,0,27,1,1,6,0,3200,86,dropcatchcom 1059,0,-1,org,8.4
https://www.theshrimpfarm.com,0,29,1,1,5,0,7788,246,cloudflare,0,9.64,com,11.66
http://www.dietitiansheenam.com,1,31,0,1,5,0,2164,1122,godaddycom,0,2.48,com,11.66
https://www.fss.com,0,19,1,1,5,0,11711,3262,network solutions,0,1.32,com,11.66
http://www.a0392617.xsph.ru,1,27,0,2,6,0,6559,379,sprintnames-ru,0,-1,ru,7.3
https://www.meerlanden.nl,0,25,1,1,5,0,9918,-1,smallhold,0,-1,nl,0.59
https://www.sonofmarketing.com,0,30,1,1,5,0,3878,139,tucowscom co,0,-1,com,11.66
http://www.galeri-pemenang-shopee42.blogspot.com/,1,49,0,2,9,0,-1,-1,unknown,1,-2,com,11.66
http://www.lespetitsplatsdetina.com,1,35,0,1,5,0,2716,205,infomaniak network sa,0,1.9,com,11.66
http://www.tim.com,1,18,0,1,5,0,10228,728,tucowscom co,0,-1,com,11.66
http://www.int.ps,1,17,0,1,5,0,-1,-1,unknown,1,-2,ps,-1
https://www.sencha.com,0,22,1,1,5,0,9016,114,godaddycom,0,2.48,com,11.66
https://www.eurocars.ro,0,23,1,1,5,0,8039,-1,alfa web srl,0,-1,ro,2.72
https://www.amadershomoy.com,0,28,1,1,5,0,7947,3374,network solutions,0,1.32,com,11.66
https://www.neliti.com,0,22,1,1,5,0,4100,1013,amazon registrar,0,4.29,com,11.66
http://www.frc-conf.com,1,23,0,1,6,0,1497,328,namecheap,0,20.63,com,11.66
http://www.charitylov.com,1,25,0,1,5,0,2162,28,eurodns sa,0,2.15,com,11.66
https://www.charitychoices.com,0,30,1,1,5,0,9862,364,domainspot,0,-1,com,11.66
https://process-3riversfcu-online.web.app/,1,42,1,1,8,0,-1,-1,unknown,1,-2,app,19.44
https://www.buffalocurse.com,0,28,1,1,5,0,7001,303,registercom - network solutions,0,0.99,com,11.66
http://www.2bbd.com,1,19,0,1,5,0,568,161,godaddycom,0,2.48,com,11.66
https://www.hemophilia.org,0,26,1,1,5,0,10653,1035,godaddycom,0,2.48,org,8.4
http://rwen1.yianboa9nhiha5.com/,1,32,0,1,6,0,144,220,godaddycom,0,2.48,com,11.66
https://www.rafacastello.com,0,28,1,1,5,0,6931,104,squarespace domains ii,0,1.73,com,11.66
http://www.1615666888.com/,1,26,0,1,6,0,1865,325,godaddycom,0,2.48,com,11.66
http://sp1ct6-drament-biz-glarnor-fravnix.pages.dev/,1,52,0,1,10,0,-1,-1,unknown,1,-2,dev,7.49
